GroupNameHere,GPR_Forever,,,,,,,,,,,,,,,,,,,
run,x01,x02,x03,x04,x05,x06,x07,x08,x09,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
1,0.5621023931699548,0.1272664383382759,0.6122706695682388,0.8775123918778581,0.6140716385039364,0.13230213970602037,0.39492051705239095,0.6396741189687503,0.8487373327295357,0.592171212687204,0.5910295166851356,0.8173238482839064,0.02669216304280519,0.6461642263414856,0.3437122501482059,0.2904808781575767,0.2378830494617702,0.029356503969401274,0.04916752900906164,0.8675383543538735
2,0.7586146114576888,0.06957100535042512,0.5107633085657279,0.31979872367952394,0.7284661460778884,0.10156870563010748,0.652067746323574,0.21546911337701466,0.13977694767194904,0.932019689803784,0.8056096632100791,0.11099819254346677,0.3226221007118382,0.2772876176372848,0.4421235864084584,0.8401507666420485,0.7137656292107301,0.06977537038690375,0.5010435331027794,0.8346048000360117
3,0.6229980258775494,0.10159820628682079,0.46712518718921636,0.4658456109256451,0.4920185692650742,0.23814231310987835,0.5405600940204649,0.8598259704783398,0.39945138158948135,0.3504005131475969,0.9917466475448367,0.015327380122659794,0.43551814596875116,0.3334363333488284,0.6736690033579832,0.42530500886710304,0.837581869263406,0.5678282526442577,0.9757271684429341,0.40105872258432007
4,0.46150196024698525,0.22309157614050731,0.4833579696627372,0.8672758814170214,0.04102820318871096,0.9211443685291049,0.8576848471372385,0.717891925331165,0.12288430568800826,0.7718427479188666,0.12302628238008957,0.9176694455873728,0.9751800187435122,0.6237552517989663,0.7795457130299893,0.5957319773107332,0.8996600218397396,0.8053078420454584,0.06479116039646199,0.17400594438401726
5,0.24409651987967032,0.6759124208218082,0.7835229077608584,0.7592533967682329,0.09805208709809295,0.2720805181538323,0.19298031056910606,0.13907770124122915,0.9694723482453199,0.13052468995745325,0.562941760250129,0.30472781561209905,0.8761840742891647,0.6727055426461951,0.8133428157048254,0.05763482073396097,0.6286432038854622,0.9738296825201436,0.48650893043500226,0.7138172694630537
6,0.35928455260654957,0.8550205186200485,0.870859660050566,0.688918079939543,0.23494353144213917,0.032202163241757696,0.4577205788195932,0.28447307051375403,0.6043772391279651,0.10458081315066256,0.9632136758491774,0.8405456730407066,0.24009787281484607,0.36253910574011167,0.9731442516405134,0.5504027599661082,0.5683117448296018,0.3172428021452194,0.23516879365689847,0.6954426035912536
7,0.16925451146873646,0.09497315334187788,0.4113279535411155,0.16255731283644032,0.20478047887874942,0.22497722952985139,0.07487637552530166,0.08759535064869865,0.3251022332164709,0.2454960899839585,0.3361311163950476,0.4233390950066433,0.9276923868916578,0.04836370811618961,0.24281097735505341,0.12757165142767954,0.35012278019218784,0.11436691470895298,0.7768033480332865,0.2309649019897994
8,0.2967180950611951,0.5058964632397484,0.2877923219582667,0.571814799547064,0.311829534143476,0.7717896494777353,0.606140422903859,0.4137169810039207,0.24319338371927654,0.08100337014136685,0.08815455084348059,0.8978934559961217,0.20965227406685996,0.961469781357057,0.9943898112056478,0.4046848039610101,0.9654407542756499,0.016322966762866927,0.27234252415216914,0.4797081154362328
9,0.8113792179505426,0.3846193144221196,0.6851616728280481,0.9332399326999197,0.9844790583244545,0.8686429040370871,0.09996599588764762,0.7385088795147375,0.9182134143525281,0.47611902180859544,0.45833987292717665,0.8680232471088768,0.5840433557027511,0.022835293405999612,0.7134530531939067,0.856509136878891,0.26130459841562853,0.43751057209598215,0.8557301057476839,0.6262025274536751
10,0.7808682707639764,0.7613719836450091,0.7258334312922913,0.23013778332420498,0.45763426617601194,0.9363511590362478,0.5601908025262619,0.8939101433828547,0.6806686848884351,0.20610033256025134,0.7903684057103316,0.959292336451927,0.10416857486103864,0.9261677827770998,0.1045392742832174,0.6383205416342774,0.9857240377179161,0.6893431965984225,0.7019231394575796,0.39538609353029264
